# QubitSense Audit Log - 2025-08-23T10:44:36.986Z
# Configuration: {
  "enabled": true,
  "logLevel": "INFO",
  "maxLogSize": 10,
  "retentionDays": 90,
  "logToFile": true,
  "logToConsole": false,
  "encryptLogs": false,
  "sensitiveFields": [
    "password",
    "token",
    "secret",
    "key"
  ],
  "complianceMode": "NONE"
}
# ================================================================================
[2025-08-23T10:44:37.354Z] [INFO] [KeyRotationManager] [NEW_KEY_CREATED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"keyId":"key_1755945877010_3e4b32bac52a7abd","reason":"Initial key creation","algorithm":"AES-256-GCM"}]
[2025-08-23T10:56:07.045Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:56:37.045Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:57:07.047Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:57:37.048Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:58:07.047Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:58:37.048Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:59:07.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T10:59:37.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:00:07.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:00:37.048Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:01:07.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:01:37.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:02:07.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:02:37.049Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:03:07.050Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:03:37.051Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:04:07.052Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:04:37.054Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:05:07.054Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:05:37.055Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:06:07.055Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:06:37.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:07:07.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:07:37.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:08:07.057Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:08:37.057Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:09:07.057Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:09:37.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:10:07.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:10:37.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:11:07.056Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:11:37.058Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:12:07.058Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:12:37.470Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:13:07.469Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:13:37.469Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:14:07.470Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:14:37.471Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:15:07.472Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:15:37.472Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:16:07.477Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:16:37.477Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:17:07.477Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:17:37.478Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:18:07.479Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:18:37.479Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:19:07.480Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:19:37.483Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:20:07.484Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:20:37.483Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:21:07.483Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:21:37.484Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:22:07.487Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:22:37.489Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:23:07.489Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:23:37.490Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:24:07.490Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:24:37.490Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:25:07.490Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:25:37.492Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:26:07.492Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:26:37.492Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:27:07.491Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:27:37.492Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:28:07.491Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:28:37.492Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:29:07.496Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:29:37.496Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:30:07.497Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:30:37.498Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:31:07.498Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:31:37.904Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:32:08.376Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:32:38.377Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:33:08.378Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:33:38.379Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:34:08.380Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:34:38.381Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:35:08.382Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:35:38.383Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:36:08.384Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:36:38.385Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:37:08.405Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
[2025-08-23T11:37:38.405Z] [WARNING] [RealTimeMonitor] [ALERT_TRIGGERED] [Session: session_1755945876979_d38pk22ly] [Outcome: SUCCESS]  [Details: {"rule":"High Memory Usage","event":"Performance event: 100ms","severity":"HIGH"}]
